"orf19"	"feature"	"common"	"description"	"plate"	"position"	"A_Temp1_UP"	"A_Temp1_DN"	"B_Temp1_UP"	"B_Temp1_DN"	"C_Temp1_UP"	"C_Temp1_DN"	"A_Temp2_UP"	"A_Temp2_DN"	"B_Temp2_UP"	"B_Temp2_DN"	"C_Temp2_UP"	"C_Temp2_DN"	"A_Temp1_DOX_UP"	"A_Temp1_DOX_DN"	"B_Temp1_DOX_UP"	"B_Temp1_DOX_DN"	"C_Temp1_DOX_UP"	"C_Temp1_DOX_DN"	"A_Temp2_DOX_UP"	"A_Temp2_DOX_DN"	"B_Temp2_DOX_UP"	"B_Temp2_DOX_DN"	"C_Temp2_DOX_UP"	"C_Temp2_DOX_DN"	"A_YNB1_UP"	"A_YNB1_DN"	"B_YNB1_UP"	"B_YNB1_DN"	"C_YNB1_UP"	"C_YNB1_DN"	"A_YNB1_DOX_UP"	"A_YNB1_DOX_DN"	"B_YNB1_DOX_UP"	"B_YNB1_DOX_DN"	"C_YNB1_DOX_UP"	"C_YNB1_DOX_DN"	"A_YNB2_UP"	"A_YNB2_DN"	"B_YNB2_UP"	"B_YNB2_DN"	"C_YNB2_UP"	"C_YNB2_DN"	"A_YNB2_DOX_UP"	"A_YNB2_DOX_DN"	"B_YNB2_DOX_UP"	"B_YNB2_DOX_DN"	"C_YNB2_DOX_UP"	"C_YNB2_DOX_DN"	"A_YNB3_UP"	"A_YNB3_DN"	"B_YNB3_UP"	"B_YNB3_DN"	"C_YNB3_UP"	"C_YNB3_DN"	"A_YNB3_DOX_UP"	"A_YNB3_DOX_DN"	"B_YNB3_DOX_UP"	"B_YNB3_DOX_DN"	"C_YNB3_DOX_UP"	"C_YNB3_DOX_DN"	"A_YNB4_UP"	"A_YNB4_DN"	"B_YNB4_UP"	"B_YNB4_DN"	"C_YNB4_UP"	"C_YNB4_DN"	"A_YNB4_DOX_UP"	"A_YNB4_DOX_DN"	"B_YNB4_DOX_UP"	"B_YNB4_DOX_DN"	"C_YNB4_DOX_UP"	"C_YNB4_DOX_DN"	"A_YNB5_UP"	"A_YNB5_DN"	"B_YNB5_UP"	"B_YNB5_DN"	"C_YNB5_UP"	"C_YNB5_DN"	"A_YNB5_DOX_UP"	"A_YNB5_DOX_DN"	"B_YNB5_DOX_UP"	"B_YNB5_DOX_DN"	"C_YNB5_DOX_UP"	"C_YNB5_DOX_DN"
"orf19.3840"	"C4_04460C_A"	"SAK1"	"Putative serine/threonine kinase similar to S. cerevisiae Sak1; possibly an essential gene, disruptants not obtained by UAU1 method; Spider biofilm induced"	"GELCPlate 03"	"E01"	1360	1230	2325	1912	1480	969	798	897	830	849	1566	1249	2191	1467	683	755	1236	1219	1234	1076	881	768	1091	1068	1114	536	1290	495	1052	594	1917	1059	2664	1238	2714	1950	1217	690	815	747	1137	643	1854	986	1306	754	1540	1217	1013	791	950	713	695	628	1777	1440	1696	1319	1340	1330	498	476	734	483	499	448	982	908	1089	1058	1171	1209	1690	1137	1088	945	1098	811	1374	844	1444	1028	1389	1209
"orf19.3839"	"C4_04470W_A"	""	"Secreted aspartyl protease; roles in adhesion, virulence (RHE model), cell surface integrity; distinct specificity from Sap9; at cell membrane and wall; GPI-anchored; induced in low iron; Tbf1-activated; Spider biofilm induced"	"GELCPlate 03"	"H07"	1193	1217	881	806	856	730	444	792	706	872	813	686	1726	1254	674	1036	1040	1206	729	818	718	701	751	836	1326	814	733	418	640	429	1221	737	983	512	1385	1208	776	546	460	494	920	605	1489	886	811	502	917	823	866	741	766	571	400	489	1445	1269	862	867	1000	1024	716	575	769	577	842	704	529	490	680	742	1173	1184	990	817	789	636	971	872	1253	750	1434	1128	1007	976
"orf19.3838"	"C4_04480C_A"	"EFB1"	"Translation elongation factor EF-1 beta; repressed by human whole blood or PMNs; macrophage/pseudohyphal-induced; antigenic in mouse; farnesol-downregulated; snoR snR18 is encoded within the EFB1 intron; Spider biofilm repressed"	"GELCPlate 09"	"H03"	1059	1279	935	1052	988	1007	356	650	509	813	670	572	452	379	203	256	153	183	161	191	278	318	258	291	781	609	889	532	526	372	222	170	258	158	150	111	825	630	640	738	742	575	307	241	222	149	210	184	585	608	734	664	655	779	286	235	125	119	135	152	828	788	873	732	744	694	200	266	183	229	282	332	1285	1400	1139	1075	957	988	102	90	125	132	168	178
"orf19.3829"	"C4_04530C_A"	""	"Cell surface glycosidase; may act on cell-wall beta-1,3-glucan prior to beta-1,6-glucan linkage; role in systemic, not vaginal virulence (neutral, not low pH); high pH or filamentation induced; Bcr1-repressed in RPMI a/a biofilm"	"GELCPlate 03"	"H08"	1218	1430	1304	1451	1436	1400	566	891	479	612	906	903	1575	1560	1242	1891	1715	2147	1319	1458	750	925	1232	1544	964	780	626	366	1281	851	1427	947	1610	1053	2043	1735	1247	924	702	781	1266	1014	786	654	1170	778	1499	1523	867	785	846	729	738	1050	1369	1394	1334	1344	1207	1467	1034	945	743	533	1301	1036	1100	904	1178	1282	1269	1234	1240	1293	1057	1088	1312	1243	1599	1241	1706	1479	1603	1748
"orf19.3827"	"C4_04550C_A"	"OMA1"	"Putative metalloendopeptidase of mitochondrial inner membrane, involved in TOR-mediated signaling"	"GELCPlate 04"	"F05"	0	338	0	240	0	453	0	277	0	437	0	420	0	545	0	652	0	471	0	505	0	378	0	257	0	254	0	215	0	196	0	797	0	372	0	714	0	249	0	385	0	300	0	404	0	309	0	535	0	412	0	373	0	386	0	302	0	560	0	537	0	257	0	555	0	336	0	578	0	1000	0	517	0	467	0	258	0	281	0	512	0	483	0	735
"orf19.3825"	"C4_04570W_A"	"RCE1"	"Putative Type II CAAX prenyl protease; induced during the mating process"	"GELCPlate 01"	"H09"	2230	2306	1486	1557	1921	1834	606	1187	1041	1346	934	910	1663	1468	1588	2404	2581	3069	2115	2365	1755	2079	1894	2087	1583	1175	1910	1032	2096	1378	2045	1310	2192	1302	2465	2148	1364	1037	1006	1163	2478	2131	2066	1537	1473	1020	1605	1677	1399	1324	1916	1549	1711	2387	1433	1421	1713	1594	1325	1674	1081	1023	1539	1191	1357	1321	1677	1790	1645	1954	1686	1921	1591	1572	983	974	2028	1967	1959	1495	2015	1782	1845	2112
"orf19.3823"	"C4_04580W_A"	"ZDS1"	"Nonessential protein; similar to S. cerevisiae Zds1p"	"Plate 03"	"F05"	1126	770	2927	1939	2940	1931	1018	877	1326	1053	1725	1012	837	486	322	346	702	567	705	537	274	160	240	165	1533	800	1061	373	1301	705	1670	875	1323	550	1564	894	1282	538	1650	1157	1252	808	1406	759	1100	484	942	612	1289	703	1694	1014	1835	1325	698	518	922	607	548	391	1691	1178	1966	945	1408	842	802	546	1050	656	1374	1026	2849	1660	1708	1097	1944	1320	1107	472	1334	841	1186	899
"orf19.3822"	"C4_04590W_A"	"SCS7"	"Putative ceramide hydroxylase; regulated by Nrg1; induced in high iron; fluconazole-induced; Hap43-repressed; Spider biofilm induced"	"Plate 17"	"C10"	1104	1180	1536	1239	1691	1508	995	983	1209	1243	1460	1025	1459	1190	2479	3428	1579	1683	1363	1160	934	833	1288	1192	1570	834	1059	461	1563	966	1992	1198	2548	1316	2368	1557	1799	1008	780	599	1037	735	1659	988	1756	926	1931	1530	849	541	1402	1003	905	964	2203	1703	1651	1287	1939	1640	1973	1270	1638	1085	992	686	1885	1380	1577	1296	2583	2234	1981	1436	1201	947	1604	1412	1961	1208	2041	1554	2179	1763
"orf19.3821"	"C4_04600C_A"	""	"Ortholog of C. dubliniensis CD36 : Cd36_44290, C. parapsilosis CDC317 : CPAR2_500740, Candida tenuis NRRL Y-1498 : CANTEDRAFT_137302 and Debaryomyces hansenii CBS767 : DEHA2F07326g"	"GELCPlate 02"	"G10"	243	198	917	869	559	438	490	750	540	525	477	371	651	483	677	853	878	704	389	391	563	572	846	846	637	408	704	270	438	267	828	478	1533	712	1384	896	794	443	340	344	618	482	995	575	780	467	630	569	489	397	742	506	759	1020	814	762	738	590	849	836	507	411	620	406	885	759	703	576	694	564	842	834	960	728	794	612	719	600	999	563	1231	898	969	901
"orf19.3815"	"C4_04660C_A"	"UBP7"	"Ortholog(s) have thiol-dependent ubiquitin-specific protease activity and role in protein deubiquitination"	"Plate 23"	"D02"	1231	891	1356	879	2535	1915	1276	1130	1733	1729	1377	940	2094	1483	1800	2018	1256	1211	1356	1270	1347	1135	1208	1014	1514	852	3812	1424	1550	912	2205	1361	1848	904	2473	1355	1333	691	852	770	828	475	1444	829	2506	1292	1926	1316	1612	1030	1047	865	1172	1039	2150	1711	1281	911	1543	1329	823	685	1184	686	1658	1206	946	756	1411	1101	2065	1766	2530	1592	1470	1214	2200	1756	1790	997	1943	1166	2183	1749
"orf19.3811"	"C4_04710W_A"	"GYP1"	"Putative Cis-golgi GTPase-activating protein; required for hyphen growth and virulence; transcript regulated by Nrg1, Mig1, and Tup1"	"Plate 17"	"C09"	3751	4027	1783	1856	2202	2179	1042	1849	1580	1887	1345	1125	1394	1215	1869	2656	1692	1890	1085	1149	1281	1354	1535	1798	1478	817	2023	983	1636	910	2359	1530	2818	1409	2171	1469	1093	767	1294	1392	1542	1057	1893	1401	1455	967	1910	1872	1344	1166	1058	866	1375	1641	1084	1283	1818	1500	1356	1432	1807	1406	1071	679	1315	1010	1715	1415	1334	1329	2050	1954	2054	1842	1681	1624	2419	2289	2023	1250	1482	1157	1579	1555
"orf19.3810"	"C4_04720W_A"	"MTD1"	"Ortholog(s) have methylenetetrahydrofolate dehydrogenase (NAD+) activity, role in folic acid-containing compound biosynthetic process, one-carbon metabolic process, purine nucleobase biosynthetic process and cytosol localization"	"Plate 12"	"D02"	1691	1574	2147	1565	2131	1368	1605	2089	1157	1174	2001	1581	1949	1268	1821	2163	2066	1832	1759	1830	1430	1445	1412	1409	3036	1611	1959	837	2063	1195	2323	1362	2349	1154	1794	1186	1631	1037	1626	1403	1912	1362	1900	1131	1712	1075	1553	1459	2245	1774	1869	1354	1729	1793	1892	1642	1694	1433	1348	1354	1409	1184	1695	1161	1557	1219	1510	1321	1390	1288	2002	2003	2175	1452	1795	1177	1978	1480	1810	1097	2276	1596	1764	1494
"orf19.3809"	"C4_04730W_A"	"BAS1"	"Putative Myb-like transcription factor; ortholog S. cerevisiae Bas1, a regulator of purine biosynthetic genes; mutant exhibits adenine auxotrophy and abnormal colony morphology"	"GELCPlate 05"	"C07"	664	761	244	318	462	488	225	381	378	530	357	332	395	403	255	458	742	876	506	545	328	326	387	573	482	395	585	282	593	394	699	462	779	428	562	436	470	371	181	252	342	282	355	273	375	269	409	456	392	362	345	271	398	592	302	338	546	579	478	558	400	373	386	286	275	284	181	231	318	376	394	421	799	906	537	474	498	441	617	520	477	536	485	519
"orf19.3803"	"C4_04770C_A"	""	"Alpha-1,2-mannosyltransferase; required for normal cell wall mannan; regulated by Tsa1, Tsa1B at 37 deg; repressed in core stress response; NO, Hog1 induced; confers sensitivity to cell wall perturbing agents; Spider biofilm repressed"	"Plate 04"	"C03"	1163	2480	552	1003	876	1668	465	1455	539	1190	356	602	1218	2327	872	2793	689	1679	917	2106	738	1827	756	1734	780	765	772	653	752	741	1183	1516	1094	1088	1072	1432	671	804	609	1378	629	851	808	1052	892	1175	687	1261	688	1221	709	1032	553	1401	763	1291	626	937	920	2022	580	789	571	705	366	518	548	915	654	1311	1327	1991	1279	1862	608	881	816	1392	716	928	1304	1696	871	1541
"orf19.3799"	"C4_04800W_A"	"RTN1"	"Ortholog(s) have role in ER-dependent peroxisome organization, endoplasmic reticulum inheritance, endoplasmic reticulum tubular network maintenance, nuclear pore complex assembly, response to endoplasmic reticulum stress"	"Plate 09"	"B06"	1395	1005	1173	739	1205	704	428	349	673	542	1093	702	873	524	1096	1110	898	825	941	657	586	399	480	314	677	352	943	307	883	423	1112	561	1491	659	1163	670	594	245	385	228	622	419	1337	645	1045	423	1097	691	741	389	1041	632	620	448	940	608	963	548	785	595	475	360	1044	549	610	431	717	481	1228	788	1007	757	1050	672	867	556	1003	688	1074	567	1488	831	1104	772
"orf19.3795"	"C4_04840C_A"	"AGP3"	"Putative serine transporter; possible role in assimilation of sulfur; F-12/CO2 early biofilm induced"	"Plate 13"	"D03"	961	1375	1259	1461	1020	1326	746	1229	856	1523	687	831	1496	1764	1224	2261	1443	2133	738	1196	1115	1594	1476	2363	951	647	999	607	738	670	1887	1557	1124	948	1470	1319	975	1038	979	1319	790	904	928	873	1288	1112	1005	1322	1029	1201	719	897	727	1108	764	1058	1354	1635	674	1084	458	603	954	834	577	789	1109	1433	1014	1221	1054	1411	1096	1269	1270	1339	1068	1300	1330	1028	1353	1401	1174	1314
"orf19.3794"	"C4_04850C_A"	"ZAP1"	"Transcription factor; role in zinc homeostasis and regulation of Spider biofilm matrix; mutation affects filamentous growth; can suppress S. cerevisiae rok1 mutant inviability; Spider biofilm induced; mutants for abnormal Spider biofilms"	"GELCPlate 05"	"F01"	337	114	102	44	275	97	104	48	283	138	251	89	1305	371	2219	1052	2178	722	904	396	774	309	744	315	452	75	896	149	469	140	1674	460	1529	317	1389	356	264	80	710	227	202	75	1634	435	1175	256	1244	419	530	151	636	188	487	217	1133	361	1676	544	1237	490	427	195	443	113	220	117	1227	469	1408	557	929	460	672	188	637	141	493	164	1291	319	1626	474	1340	534
"orf19.3792"	"C4_04870C_A"	"PAT1"	"Ortholog(s) have chromatin binding, mRNA binding activity"	"Plate 04"	"H04"	899	1209	1311	1760	848	1214	671	1128	578	976	1102	1435	653	880	567	1187	606	954	868	1253	434	698	532	836	590	498	1054	640	966	799	465	358	628	430	585	541	605	654	1020	1571	495	607	291	349	359	348	370	486	1088	1392	858	1069	723	1123	356	480	299	429	213	405	599	704	1087	913	554	728	414	606	434	552	412	471	976	1194	1102	1202	1042	1275	314	265	394	457	328	392
"orf19.3788.1"	"C4_04900W_A"	"RPL30"	"Ribosomal 60S subunit protein; pre-rR processing; pre-mR altertively spliced to productive/unproductive transcripts; temp-regulated splicing; colony morphology-related regulation by Ssn6, Tup1, Nrg1 regulated; Spider biofilm repressed"	"GELCPlate 09"	"H04"	951	759	1016	713	1089	825	850	832	1442	1358	495	343	1	1	0	0	0	3	1	3	1	0	8	0	737	411	1120	478	837	458	0	0	0	2	10	2	773	420	501	450	1067	716	0	0	0	1	3	0	726	450	1010	651	562	493	0	1	0	2	3	3	793	678	1070	667	723	558	0	0	0	0	0	0	1064	811	684	496	673	587	0	1	0	2	1	0
"orf19.3788"	"C4_04910C_A"	""	"Subunit of the Dam1 (DASH) complex, which acts in chromosome segregation by coupling kinetochores to spindle microtubules"	"GELCPlate 02"	"H10"	0	684	0	741	0	998	0	1139	0	798	0	935	0	794	0	377	0	421	0	380	0	460	0	363	0	610	0	585	0	976	0	1097	0	441	0	1298	0	821	0	1140	0	883	0	700	0	352	0	830	0	1089	0	1324	0	873	0	1247	0	905	0	1049	0	1162	0	1025	0	606	0	612	0	746	0	953	0	1324	0	969	0	1261	0	803	0	1088	0	1409
"orf19.3787"	"C4_04920W_A"	"KAE1"	"Ortholog(s) have chromatin DNA binding activity and role in positive regulation of transcription by RNA polymerase II, tRNA modification, tRNA threonylcarbamoyladenosine metabolic process, telomere maintenance via recombination"	"GELCPlate 01"	"G02"	0	605	0	361	0	474	0	381	0	526	0	511	0	384	0	886	0	478	0	519	0	452	0	426	0	316	0	201	0	249	0	164	0	237	0	423	0	297	0	224	0	401	0	226	0	245	0	485	0	503	0	391	0	511	0	655	0	560	0	374	0	340	0	252	0	206	0	263	0	527	0	564	0	786	0	505	0	637	0	354	0	401	0	624
"orf19.3785"	"C4_04930C_A"	"CWC23"	"DnaJ chaperone domain protein; role in pre-mRNA splicing; Spider biofilm induced"	"Plate 09"	"B12"	1112	1035	1607	1429	1836	1385	618	898	1103	1408	1050	823	1716	1234	1701	1951	1296	1189	1215	1405	842	902	1132	1314	1195	599	1575	554	1387	598	1980	926	1838	937	1669	1085	1043	597	787	769	997	714	1154	714	1139	750	1330	1178	901	746	1074	890	935	1153	1066	975	1128	1066	1113	1235	980	786	791	499	981	676	1211	826	1368	1310	1576	1509	1515	1239	1545	1122	1358	1133	1672	1029	1803	1372	1608	1655
"orf19.3777"	"C4_05020W_A"	"IMG2"	"Mitochondrial ribosomal protein of the large subunit; rat catheter biofilm induced"	"GELCPlate 02"	"F02"	381	655	711	989	1319	1892	340	976	432	662	489	474	492	696	201	509	237	445	369	589	424	653	321	443	297	339	397	268	700	607	607	522	496	398	420	414	683	686	1102	1759	546	524	385	385	421	460	469	719	609	707	1080	1281	663	1176	250	392	352	397	233	298	533	813	1029	1051	457	611	274	402	344	475	419	577	800	1207	656	752	783	1032	305	277	421	524	255	358
"orf19.3775"	"C4_05030C_A"	"SSK2"	"MAP kinase kinase kinase (MAPKKK); regulates Hog1 activation and signaling; repressed by ciclopirox olamine"	"GELCPlate 03"	"C05"	1230	1484	669	674	994	1029	321	578	647	790	301	246	1105	1279	878	1433	847	1222	635	832	579	683	727	930	704	553	831	478	872	642	1317	1015	1979	1378	1637	1386	664	520	909	1020	438	385	773	644	1346	975	900	1033	791	797	385	399	672	814	631	735	1101	1185	640	889	515	607	1047	978	683	800	1183	1243	1461	1627	1146	1275	809	942	1027	1057	676	801	1170	944	1470	1413	1266	1341
"orf19.3770"	"C4_05070C_A"	"ARG8"	"Putative acetylornithine aminotransferase; Gcn2, Gcn4 regulated; rat catheter biofilm induced; Spider biofilm induced"	"Plate 18"	"F04"	5764	3581	3899	2167	4833	2722	1974	1817	2279	2068	3971	2314	5968	3076	3628	2922	4780	3059	4235	3245	3570	2487	3946	3164	3999	1649	4036	1071	5038	1847	4334	1574	5928	2322	5331	2632	3398	1505	3202	2357	4184	2197	5444	2507	4063	1918	5807	4366	4087	2486	4092	2632	4640	3255	5510	4008	5325	3533	4817	4045	3995	2258	3832	1913	3334	2190	3725	2030	3628	2680	4190	3389	4246	2371	3255	1720	4941	3088	4166	2074	4626	3068	4288	3332
"orf19.738"	"C4_05100C_A"	"MYO5"	"Class I myosin; nonessential; role in cortical actin patch polarity and polar budding; required for hyphal growth, white-opaque switch; regulatory phosphorylation on S366; downregulated on adherence to polystyrene"	"GELCPlate 01"	"G03"	0	453	0	1132	0	714	0	717	0	746	0	643	0	102	0	87	0	88	0	26	0	36	0	63	0	443	0	242	0	301	0	38	0	27	0	58	0	295	0	592	0	239	0	56	0	54	0	73	0	393	0	391	0	634	0	50	0	23	0	56	0	475	0	414	0	723	0	64	0	58	0	81	0	606	0	450	0	569	0	75	0	57	0	80
"orf19.742"	"C4_05130C_A"	""	"Putative aldehyde dehydrogenase; stationary phase enriched protein; expression regulated upon white-opaque switch; rat catheter biofilm induced; rat catheter and Spider biofilm induced"	"Plate 18"	"B07"	958	1145	2548	2390	2901	2872	531	803	557	860	1518	1648	2157	2117	1565	2311	1312	1493	1001	1001	904	1088	993	1313	819	546	1051	498	1052	869	1640	1128	1317	861	1953	1425	1191	928	482	539	876	843	1031	857	1233	906	1139	1181	1006	915	1523	1439	1281	1428	2035	1997	823	795	1031	1297	1067	1086	1452	1154	915	1017	728	801	1253	1449	1011	1266	1249	1052	706	718	1171	1192	1473	1044	1468	1379	1395	1419
"orf19.744"	"C4_05140C_A"	"GDB1"	"Putative glycogen debranching enzyme; expression is regulated upon white-opaque switch; regulated by Nrg1, Tup1; rat catheter biofilm repressed"	"Plate 17"	"B04"	0	8	0	0	0	0	0	1	0	39	0	6	0	37	0	46	0	1	0	18	0	0	0	59	0	5	0	22	0	5	0	24	0	6	0	0	0	0	0	18	0	0	0	55	0	0	0	8	0	92	0	0	0	2	0	23	0	31	0	0	0	6	0	22	0	0	0	0	0	4	0	6	0	13	0	7	0	12	0	30	0	4	0	25
"orf19.748"	"C4_05180C_A"	"NUP145"	"Ortholog(s) have RNA binding, nuclear pore activity, structural constituent of nuclear pore activity"	"GELCPlate 01"	"G04"	700	913	628	570	418	359	643	1032	534	719	648	602	1645	1928	1080	2023	975	1271	943	1274	881	1097	1059	1614	1151	711	1112	513	1033	717	2260	1867	1469	1069	2184	1873	702	553	773	930	690	659	1556	1409	962	734	885	1084	625	558	945	1123	663	856	1163	1376	1224	1396	909	1249	1389	1421	1840	1642	773	778	1079	1213	902	1078	862	1088	1373	1368	570	565	1510	1649	1394	966	1376	1301	2141	2380
"orf19.6858"	"C4_05190C_A"	"EDC3"	"Protein with mRNA binding activity, involved in regulation of activity of putative metacaspase Mca1p"	"Plate 16"	"C02"	0	1045	0	1168	0	751	0	775	0	1315	0	1062	0	1104	0	1681	0	1218	0	1214	0	640	0	1280	0	422	0	343	0	578	0	977	0	842	0	1092	0	412	0	452	0	453	0	949	0	601	0	1175	0	561	0	499	0	601	0	1394	0	1267	0	1533	0	760	0	355	0	769	0	1023	0	937	0	1389	0	852	0	630	0	741	0	782	0	1030	0	1348
"orf19.6863"	"C4_05240C_A"	"VPH1"	"Vacuolar H(+)-ATPase; transcription regulated by Nrg1, Mig1, and Tup1"	"Plate 21"	"C03"	968	1477	810	1106	1279	1593	494	895	353	561	774	931	382	498	236	485	543	954	321	524	220	342	266	449	644	493	1010	653	759	719	537	524	487	383	752	806	728	694	622	810	742	730	492	490	427	367	1066	1331	1106	1361	923	993	529	776	668	894	526	768	615	896	770	903	762	802	486	605	432	641	388	533	258	433	1133	1481	770	894	1416	1735	431	441	475	537	593	805
"orf19.1291"	"C4_05290W_A"	"ABZ1"	"Ortholog(s) have 4-amino-4-deoxychorismate synthase activity, role in para-aminobenzoic acid biosynthetic process and cytoplasm localization"	"Plate 14"	"E06"	3239	2488	3261	2177	3421	2545	1354	1276	1009	912	1324	843	3165	2041	3340	3596	2543	2242	2698	2048	2213	1537	1512	1319	1614	917	2101	782	1279	671	2830	1561	3196	1448	3183	1664	1288	692	1276	1017	1506	890	2109	1099	1906	950	1699	1237	1946	1214	2182	1491	1332	1105	1714	1192	2835	2028	2668	2179	1648	1229	1532	892	1592	1036	1942	1435	2255	1735	2531	2182	2793	1707	2106	1419	2044	1489	2838	1388	2832	1742	3206	2232
"orf19.1792"	"C4_05340W_A"	"CDC16"	"Ortholog(s) have ubiquitin-protein transferase activity"	"Plate 09"	"D09"	1176	1374	1264	1393	1599	1581	742	1016	811	1226	700	773	24	59	34	35	16	19	38	33	19	19	12	15	1214	824	1787	955	1150	962	12	0	59	38	34	36	1339	985	1238	1431	1194	1060	6	7	19	14	66	56	1375	1336	1101	1070	1048	1415	5	2	21	17	4	18	717	762	1102	928	658	782	22	8	20	43	31	37	1904	2099	2166	2212	1858	1950	10	18	7	8	5	2
"orf19.1793"	"C4_05350W_A"	"HSV2"	"Ortholog(s) have phosphatidylinositol-3,5-bisphosphate binding activity and role in macroautophagy, piecemeal microautophagy of the nucleus"	"Plate 12"	"E05"	1385	1277	933	842	842	731	376	451	326	407	633	569	1308	1035	876	1256	1460	1507	364	382	994	997	1249	1229	682	388	641	269	541	364	1207	772	1853	1018	1257	748	553	336	545	494	722	512	720	418	855	530	925	839	459	331	920	726	869	993	1118	1061	1133	846	916	946	577	554	736	615	908	705	1162	985	1182	1077	1211	1131	972	1014	797	645	456	385	1351	870	1275	1092	920	996
"orf19.1795"	"C4_05370W_A"	"PUF3"	"RNA-binding protein involved in regulation of mitochondrial biogenesis"	"Plate 07"	"F06"	901	1214	1296	1687	2045	2389	940	1866	902	1565	1265	1535	1061	1262	484	801	742	1078	1060	1525	416	665	904	1510	1084	877	1311	835	1075	779	1512	1352	1345	955	1212	1152	1078	930	811	1153	1338	1438	1170	1074	1254	1095	1296	1739	1397	1592	1258	1530	977	1315	1202	1559	1133	1482	1054	1567	1304	1474	1120	987	1114	1116	819	1006	986	1323	1312	1949	1583	1883	2523	2609	1411	1747	774	786	1178	1319	1357	1735
"orf19.1797"	"C4_05400C_A"	""	"D-arabinose 5-phosphate isomerase; has GutQ domain which is associated with phosphosugar binding; other biofilm induced; rat catheter and Spider biofilm induced; F-12/CO2 early biofilm induced"	"Plate 21"	"F06"	533	575	1488	1213	1425	969	438	506	1008	940	1845	1289	717	492	697	727	1342	1263	826	619	675	496	387	339	953	323	682	218	755	402	938	489	1729	701	1156	694	594	268	261	203	529	344	817	503	701	370	689	552	624	442	815	510	439	450	569	490	763	539	649	619	731	491	1083	677	308	268	473	394	903	723	1276	1101	1055	653	691	357	843	457	510	281	917	515	971	722
"orf19.1799"	"C4_05430C_A"	""	"General amino acid permease; fungal-specific (no human or murine homolog)"	"Plate 19"	"B10"	1646	19	803	3	1400	11	947	31	705	3	748	1	1527	8	2499	0	1769	0	1625	64	829	2	1604	0	1231	4	504	2	805	1	1419	0	1116	1	1548	1	833	0	642	2	795	0	787	1	1640	0	1404	3	1631	6	842	0	1134	1	1305	1	1646	3	1738	1	884	0	1027	6	644	1	1381	0	1472	0	1502	6	1291	6	1197	5	1888	0	1458	4	1434	4	2214	0
"orf19.1800"	"C4_05440C_A"	"TDA6"	"Protein of unknown function; Spider biofilm induced"	"Plate 14"	"B04"	0	778	0	1629	0	6376	0	1410	0	919	0	887	0	1691	0	2346	0	2248	0	1618	0	1275	0	1017	0	1365	0	734	0	881	0	1893	0	1118	0	1556	0	1046	0	1022	0	1123	0	1424	0	846	0	1341	0	1039	0	1240	0	1252	0	1250	0	1690	0	1840	0	696	0	1272	0	958	0	1465	0	1765	0	1807	0	1594	0	1358	0	2105	0	1142	0	1380	0	1322
"orf19.1235"	"C4_05540W_A"	"HOM3"	"Putative L-aspartate 4-P-transferase; fungal-specific (no human or murine homolog); regulated by Gcn2 and Gcn4; early-stage flow model biofilm induced"	"Plate 18"	"C12"	642	767	1797	1824	858	1036	572	816	842	1271	638	555	6	14	4	0	9	6	1	0	3	0	7	8	1380	970	877	416	2241	1664	9	2	5	4	11	9	984	760	640	724	792	818	2	4	1	2	2	2	1152	1087	1524	1536	912	1242	6	2	0	2	1	4	642	673	642	607	1408	1469	2	1	6	8	2	14	2044	2293	1524	1591	1399	1443	16	5	8	9	7	19
"orf19.1236"	"C4_05550C_A"	"GVP36"	"BAR domain protein; ocalizes to early and late Golgi vesicles; predicted role in adaptation to varying nutrient concentrations, fluid-phase endocytosis, actin cytoskeleton polarization and vacuole biogenesis; rat catheter biofilm repressed"	"Plate 18"	"H05"	1908	425	2640	625	2322	481	787	312	1210	565	2282	625	2360	403	2487	615	3268	820	1831	717	1374	427	2088	679	2269	362	2102	248	2093	323	2977	293	3040	554	2800	652	1625	392	1549	621	1179	350	2109	352	2004	372	1856	774	1049	348	1784	484	1339	587	2210	870	2312	961	1934	841	1575	511	1626	385	1207	386	1677	260	2286	842	2268	1109	2358	548	2151	501	3127	833	2369	416	3433	1031	2493	1013
"orf19.1237"	"C4_05560C_A"	"ARO9"	"Aromatic transaminase; Ehrlich fusel oil pathway of aromatic alcohol biosynthesis; Rim101-dependent pH-regulation (alkaline induced); Hap43-induced gene"	"GELCPlate 08"	"H06"	2995	2142	1547	916	2911	1803	1501	1388	1393	1260	2876	1725	4708	3041	3446	3301	2163	1774	3160	2425	3407	2482	2668	2057	1800	809	2109	706	3752	1746	4783	2318	5371	2150	4272	2260	2745	1330	2404	1860	2452	1376	4435	2410	2558	1229	2839	2091	3644	2159	5603	3405	1796	1408	2471	1735	3149	2016	2779	2220	1700	1138	2758	1416	2196	1487	3710	2556	3032	2040	2770	2103	3055	1856	1614	971	1756	1253	4638	2352	3923	2430	4835	3141
