ID	Name	Genes	Length
2777	GO:0043455 regulation of secondary metabolic process	orf19.4015;orf19.1623;orf19.2886;orf19.5416;orf19.4800;orf19.799;orf19.2277;orf19.6109;orf19.844;orf19.3995;orf19.1636;orf19.6091;orf19.469;orf19.3964;orf19.4222	15
2778	GO:0043457 regulation of cellular respiration	orf19.517;orf19.6834.10;orf19.1973;orf19.1228;orf19.2770.1;orf19.4532;orf19.4145;orf19.3705;orf19.6936;orf19.895;orf19.1283	11
2779	GO:0043461 proton-transporting ATP synthase complex assembly	orf19.2387;orf19.5491.1;orf19.2066.1;orf19.2249;orf19.6374;orf19.3686;orf19.4825;orf19.6565;orf19.6916	9
2780	GO:0043462 regulation of ATP-dependent activity	orf19.4206;orf19.3761;orf19.2400;orf19.2483;orf19.5487;orf19.593;orf19.3599;orf19.7620;orf19.5201.1;orf19.3432.1;orf19.4526;orf19.2967;orf19.7236;orf19.4354;orf19.2213;orf19.6286;orf19.3423;orf19.1901;orf19.5917.3	19
2782	GO:0043467 regulation of generation of precursor metabolites and energy	orf19.5338;orf19.517;orf19.6225;orf19.4941;orf19.6834.10;orf19.1973;orf19.3302;orf19.1228;orf19.2770.1;orf19.4532;orf19.4863;orf19.4145;orf19.387;orf19.3705;orf19.3856;orf19.6285;orf19.2308;orf19.6936;orf19.895;orf19.3014;orf19.3840;orf19.6846;orf19.1283;orf19.7451	24
2783	GO:0043470 regulation of carbohydrate catabolic process	orf19.5338;orf19.6225;orf19.4941;orf19.4863;orf19.387;orf19.3856;orf19.2308	7
2786	GO:0043484 regulation of RNA splicing	orf19.329;orf19.1876;orf19.5989;orf19.2436;orf19.3788.1;orf19.3774.1;orf19.4979	7
2787	GO:0043487 regulation of RNA stability	orf19.6858;orf19.3333;orf19.5627;orf19.145;orf19.4078;orf19.1378;orf19.5381;orf19.1084;orf19.2387;orf19.81;orf19.6906;orf19.6494;orf19.58;orf19.6259;orf19.1939;orf19.4991;orf19.285;orf19.1795;orf19.939;orf19.4969;orf19.429;orf19.6790;orf19.2660;orf19.5101;orf19.1802;orf19.7290;orf19.171;orf19.3037;orf19.7048.1;orf19.1335;orf19.4262;orf19.7368;orf19.6075;orf19.3449	34
2788	GO:0043488 regulation of mRNA stability	orf19.6858;orf19.3333;orf19.5627;orf19.145;orf19.4078;orf19.1378;orf19.5381;orf19.1084;orf19.2387;orf19.81;orf19.6906;orf19.6494;orf19.58;orf19.6259;orf19.1939;orf19.4991;orf19.285;orf19.1795;orf19.939;orf19.4969;orf19.429;orf19.6790;orf19.5101;orf19.1802;orf19.7290;orf19.171;orf19.3037;orf19.7048.1;orf19.1335;orf19.4262;orf19.7368;orf19.6075;orf19.3449	33
2791	GO:0043504 mitochondrial DNA repair	orf19.3752;orf19.4208;orf19.6133;orf19.496;orf19.2630	5
2794	GO:0043547 positive regulation of GTPase activity	orf19.6783;orf19.316;orf19.478;orf19.578;orf19.5219;orf19.7079;orf19.906;orf19.6926;orf19.4593;orf19.5725;orf19.3409;orf19.3811;orf19.6508;orf19.2406;orf19.1649;orf19.2771;orf19.7489;orf19.1244;orf19.2949;orf19.871;orf19.7115;orf19.6624	22
2795	GO:0043549 regulation of kinase activity	orf19.5166;orf19.3256;orf19.7186;orf19.3013;orf19.2848;orf19.418;orf19.5691;orf19.2649;orf19.2992;orf19.6225;orf19.778;orf19.191;orf19.264;orf19.2538;orf19.1042;orf19.3071;orf19.5755;orf19.6028;orf19.6411;orf19.1409;orf19.3052;orf19.1960;orf19.3149;orf19.6930;orf19.403;orf19.4542;orf19.5224;orf19.1446;orf19.4012;orf19.223;orf19.2014;orf19.5827;orf19.793;orf19.6968;orf19.4726;orf19.6146;orf19.245;orf19.4867;orf19.567;orf19.4390;orf19.5928;orf19.3207;orf19.2982;orf19.485	44
2797	GO:0043555 regulation of translation in response to stress	orf19.4775;orf19.6511;orf19.4432;orf19.6913;orf19.5854;orf19.5328;orf19.2654;orf19.895;orf19.5943.1	9
2798	GO:0043558 regulation of translational initiation in response to stress	orf19.6913;orf19.5328;orf19.2654;orf19.895;orf19.5943.1	5
2799	GO:0043562 cellular response to nitrogen levels	orf19.5994;orf19.3617;orf19.3677;orf19.5672;orf19.7044;orf19.2480.1;orf19.6444;orf19.1364;orf19.2406;orf19.3912;orf19.2014;orf19.4752;orf19.328;orf19.1275;orf19.1614;orf19.2949;orf19.1358;orf19.1936	18
2800	GO:0043570 maintenance of DNA repeat elements	orf19.4616;orf19.7491;orf19.5934;orf19.3122.2;orf19.576;orf19.3608;orf19.5459;orf19.1992;orf19.5042;orf19.6915;orf19.5569;orf19.4105;orf19.1648;orf19.3239;orf19.658;orf19.7083;orf19.3000;orf19.547;orf19.4945;orf19.3093;orf19.1605;orf19.6155;orf19.4136;orf19.5041;orf19.1883	25
2801	GO:0043574 peroxisomal transport	orf19.6973;orf19.5640;orf19.3573;orf19.5660;orf19.7481;orf19.7282;orf19.2009;orf19.991;orf19.5575;orf19.6434;orf19.1267;orf19.4426;orf19.89;orf19.3546;orf19.6460;orf19.1756	16
2805	GO:0043605 amide catabolic process	orf19.313;orf19.7279;orf19.2065;orf19.5454;orf19.3986;orf19.802;orf19.2351;orf19.780;orf19.360;orf19.1421	10
2807	GO:0043618 regulation of transcription from RNA polymerase II promoter in response to stress	orf19.971;orf19.7417;orf19.4545;orf19.517;orf19.829;orf19.5908;orf19.1623;orf19.7491;orf19.1032;orf19.7359;orf19.1526;orf19.6011;orf19.7468;orf19.7036;orf19.4662;orf19.2823;orf19.3715;orf19.6667;orf19.1259;orf19.808;orf19.7044;orf19.5825;orf19.2736;orf19.1973;orf19.1481;orf19.2272;orf19.4725;orf19.6121;orf19.5938;orf19.2770.1;orf19.5001;orf19.740;orf19.4145;orf19.1759;orf19.681;orf19.5657;orf19.607;orf19.4959;orf19.1856;orf19.7398.1;orf19.4436;orf19.2014;orf19.4752;orf19.6792;orf19.6102;orf19.5034;orf19.4647;orf19.7489.3;orf19.5666;orf19.4590;orf19.147;orf19.5406;orf19.7136;orf19.1069;orf19.3308;orf19.1734;orf19.895;orf19.1751;orf19.6009;orf19.2265;orf19.2119	61
2808	GO:0043619 regulation of transcription from RNA polymerase II promoter in response to oxidative stress	orf19.971;orf19.7417;orf19.517;orf19.829;orf19.1623;orf19.1259;orf19.1973;orf19.1481;orf19.2770.1;orf19.740;orf19.681;orf19.7398.1;orf19.4436;orf19.4752;orf19.5034;orf19.4647;orf19.3308;orf19.895	18
2809	GO:0043620 regulation of DNA-templated transcription in response to stress	orf19.971;orf19.7417;orf19.4545;orf19.517;orf19.829;orf19.5908;orf19.1623;orf19.7491;orf19.1032;orf19.7359;orf19.1526;orf19.6011;orf19.7468;orf19.7036;orf19.4662;orf19.2823;orf19.3715;orf19.6667;orf19.1259;orf19.808;orf19.7044;orf19.5825;orf19.2736;orf19.1973;orf19.1481;orf19.2272;orf19.4725;orf19.6121;orf19.5938;orf19.2770.1;orf19.5001;orf19.740;orf19.4145;orf19.1759;orf19.681;orf19.5657;orf19.607;orf19.4959;orf19.1856;orf19.7398.1;orf19.4436;orf19.2014;orf19.4752;orf19.6792;orf19.6102;orf19.5034;orf19.4647;orf19.7489.3;orf19.5666;orf19.4590;orf19.147;orf19.5406;orf19.7136;orf19.1069;orf19.3308;orf19.1734;orf19.895;orf19.1751;orf19.6009;orf19.2265;orf19.2119	61
2811	GO:0043628 small regulatory ncRNA 3'-end processing	orf19.4078;orf19.7047;orf19.5486;orf19.81;orf19.4582;orf19.1304;orf19.5493;orf19.58;orf19.6417;orf19.5039;orf19.5938;orf19.7067;orf19.7285;orf19.6259;orf19.5229;orf19.5067;orf19.1466;orf19.3325.3;orf19.3304;orf19.168;orf19.6975;orf19.429;orf19.6195;orf19.3197;orf19.1833;orf19.3138;orf19.5530;orf19.581;orf19.3613;orf19.1026;orf19.3831;orf19.1335;orf19.2790;orf19.4948	34
2814	GO:0043631 RNA polyadenylation	orf19.2402;orf19.4538;orf19.684;orf19.3333;orf19.5486;orf19.2760;orf19.7041;orf19.5989;orf19.4258;orf19.1531;orf19.5938;orf19.7285;orf19.4628;orf19.4106;orf19.6881;orf19.429;orf19.325;orf19.6726;orf19.3197;orf19.2307;orf19.1335;orf19.6931;orf19.4844;orf19.10713	24
2816	GO:0043633 polyadenylation-dependent RNA catabolic process	orf19.4078;orf19.6230;orf19.81;orf19.4681;orf19.4582;orf19.1304;orf19.58;orf19.5039;orf19.6259;orf19.5229;orf19.5067;orf19.3304;orf19.168;orf19.429;orf19.171;orf19.1026;orf19.1335;orf19.4844	18
2817	GO:0043634 polyadenylation-dependent ncRNA catabolic process	orf19.4078;orf19.6230;orf19.81;orf19.4681;orf19.4582;orf19.1304;orf19.58;orf19.5039;orf19.6259;orf19.5229;orf19.5067;orf19.3304;orf19.168;orf19.429;orf19.1026;orf19.1335;orf19.4844	17
2818	GO:0043647 inositol phosphate metabolic process	orf19.1377;orf19.980;orf19.1007;orf19.1850;orf19.99;orf19.4229;orf19.1439;orf19.3727;orf19.105;orf19.5506	10
2819	GO:0043648 dicarboxylic acid metabolic process	orf19.6724;orf19.6287;orf19.3870;orf19.4827;orf19.6126;orf19.5142;orf19.345;orf19.1170;orf19.1559;orf19.6938;orf19.4716;orf19.802;orf19.2364;orf19.4602;orf19.7481;orf19.2351;orf19.6257;orf19.543;orf19.5323;orf19.3515;orf19.646;orf19.3291;orf19.6127;orf19.5750;orf19.5837;orf19.5211;orf19.6328;orf19.3974;orf19.1153;orf19.4225.1;orf19.7484;orf19.3419;orf19.4274;orf19.2192	34
2821	GO:0043650 dicarboxylic acid biosynthetic process	orf19.6287;orf19.6938;orf19.4716;orf19.2364;orf19.6257;orf19.3291;orf19.5837;orf19.5211;orf19.3974;orf19.4274	10
2822	GO:0043666 regulation of phosphoprotein phosphatase activity	orf19.7250;orf19.820;orf19.2710;orf19.3298;orf19.3212;orf19.4216;orf19.3160;orf19.3937;orf19.5160;orf19.3728;orf19.285;orf19.4585;orf19.7378;orf19.123;orf19.6544;orf19.7227;orf19.3356;orf19.2102;orf19.642	19
2823	GO:0043687 post-translational protein modification	orf19.3677;orf19.2401;orf19.1478;orf19.3998;orf19.707;orf19.5033;orf19.3774.1;orf19.6020;orf19.6377;orf19.119;orf19.7617;orf19.120	12
2825	GO:0043708 cell adhesion involved in biofilm formation	orf19.7414;orf19.4555;orf19.7625;orf19.1779;orf19.2972;orf19.5148;orf19.30;orf19.2277;orf19.3629;orf19.1816;orf19.1760;orf19.7150;orf19.1665;orf19.1663;orf19.7561;orf19.1856;orf19.5736;orf19.6124;orf19.2331;orf19.5742;orf19.5636;orf19.7381;orf19.7400;orf19.5741;orf19.5953;orf19.1321	26
2826	GO:0043709 cell adhesion involved in single-species biofilm formation	orf19.7414;orf19.4555;orf19.7625;orf19.1779;orf19.2972;orf19.5148;orf19.30;orf19.2277;orf19.3629;orf19.1816;orf19.1760;orf19.7150;orf19.7561;orf19.1856;orf19.5736;orf19.6124;orf19.2331;orf19.5742;orf19.5636;orf19.7381;orf19.7400;orf19.5741;orf19.1321	23
2827	GO:0043710 cell adhesion involved in multi-species biofilm formation	orf19.7414;orf19.4555;orf19.1816;orf19.1665;orf19.1663;orf19.5736;orf19.5742;orf19.7400;orf19.5741	9
2831	GO:0043934 sporulation	orf19.7247;orf19.1755;orf19.971;orf19.1059;orf19.796;orf19.1359;orf19.4015;orf19.5954;orf19.7196;orf19.829;orf19.3373;orf19.7412;orf19.2849;orf19.1623;orf19.4519;orf19.5610;orf19.6787;orf19.2886;orf19.5188;orf19.5691;orf19.3298;orf19.5148;orf19.3166;orf19.2216;orf19.2549;orf19.3212;orf19.118;orf19.3414;orf19.3944;orf19.5528;orf19.4800;orf19.799;orf19.1376;orf19.2277;orf19.6640;orf19.554;orf19.6915;orf19.6472;orf19.1746;orf19.1760;orf19.1448.1;orf19.3541;orf19.657;orf19.1311;orf19.2079;orf19.1515;orf19.6103;orf19.1621;orf19.791;orf19.7150;orf19.403;orf19.1853;orf19.5867;orf19.6311;orf19.548;orf19.3818;orf19.7298;orf19.3751;orf19.4252;orf19.5031;orf19.4534;orf19.6285;orf19.6489;orf19.4890;orf19.2395;orf19.1524;orf19.7401;orf19.4413;orf19.2964;orf19.6760;orf19.3049;orf19.1833;orf19.353;orf19.3995;orf19.4937;orf19.4157;orf19.895;orf19.5117;orf19.5410;orf19.3888;orf19.4242;orf19.3014;orf19.6009;orf19.4222;orf19.101;orf19.3459;orf19.1854;orf19.941;orf19.3176;orf19.5662;orf19.6846;orf19.4403;orf19.7479;orf19.610	94
2832	GO:0043935 sexual sporulation resulting in formation of a cellular spore	orf19.7247;orf19.1755;orf19.1059;orf19.5954;orf19.7412;orf19.2849;orf19.1623;orf19.6787;orf19.2886;orf19.2216;orf19.2549;orf19.3414;orf19.3944;orf19.1376;orf19.6640;orf19.6915;orf19.6472;orf19.1746;orf19.1448.1;orf19.657;orf19.1311;orf19.2079;orf19.6103;orf19.1621;orf19.791;orf19.1853;orf19.6311;orf19.6285;orf19.6489;orf19.2395;orf19.1524;orf19.4413;orf19.3049;orf19.4157;orf19.5410;orf19.3014;orf19.6009;orf19.101;orf19.3459;orf19.1854;orf19.941;orf19.3176;orf19.7479	43
2833	GO:0043936 asexual sporulation resulting in formation of a cellular spore	orf19.7247;orf19.829;orf19.4519;orf19.5188;orf19.5691;orf19.118;orf19.2277;orf19.554;orf19.3541;orf19.7150;orf19.5867;orf19.548;orf19.3818;orf19.4252;orf19.4890;orf19.7401;orf19.6760;orf19.353;orf19.3995;orf19.4937;orf19.895;orf19.5117;orf19.4242;orf19.3014;orf19.5662;orf19.4403;orf19.610	27
2834	GO:0043937 regulation of sporulation	orf19.971;orf19.4015;orf19.2886;orf19.905;orf19.5148;orf19.1185;orf19.3166;orf19.799;orf19.1760;orf19.6109;orf19.1621;orf19.1446;orf19.2622;orf19.5031;orf19.1027;orf19.1468;orf19.5045;orf19.5666;orf19.6760;orf19.844;orf19.4438;orf19.20;orf19.469;orf19.7610;orf19.4222;orf19.6846;orf19.7208	27
2835	GO:0043938 positive regulation of sporulation	orf19.2886;orf19.1185;orf19.3166;orf19.6109;orf19.2622;orf19.1468;orf19.4438;orf19.20	8
2836	GO:0043939 negative regulation of sporulation	orf19.5148;orf19.799;orf19.1621;orf19.1446;orf19.1027;orf19.5666;orf19.6760;orf19.7208	8
2837	GO:0043940 regulation of sexual sporulation resulting in formation of a cellular spore	orf19.2886;orf19.1185;orf19.1760;orf19.6109;orf19.1446;orf19.2622;orf19.1027;orf19.5666;orf19.6760;orf19.844;orf19.469	11
2844	GO:0043954 cellular component maintenance	orf19.5188;orf19.4192;orf19.4927;orf19.5664;orf19.3799;orf19.6294	6
2845	GO:0043966 histone H3 acetylation	orf19.7491;orf19.2361;orf19.5416;orf19.705;orf19.1808;orf19.2087;orf19.895;orf19.7074;orf19.4617	9
2846	GO:0043967 histone H4 acetylation	orf19.5501;orf19.878;orf19.139;orf19.5416;orf19.2087;orf19.497;orf19.3077;orf19.5007;orf19.5623;orf19.396;orf19.2660;orf19.7529;orf19.7492;orf19.779	14
2854	GO:0044000 movement in host	orf19.7247;orf19.5437;orf19.689;orf19.3829;orf19.4800;orf19.2277;orf19.1816;orf19.4980;orf19.395;orf19.6109;orf19.5736;orf19.3995;orf19.6091;orf19.5741;orf19.610	15
2856	GO:0044003 modulation by symbiont of host process	orf19.6745;orf19.7247;orf19.18;orf19.1779;orf19.5542;orf19.6385;orf19.4980;orf19.3651;orf19.395;orf19.2551;orf19.4618;orf19.3997;orf19.5714;orf19.3575;orf19.7292;orf19.6367;orf19.3708;orf19.6814;orf19.6009;orf19.5741;orf19.6001	21
2857	GO:0044010 single-species biofilm formation	orf19.3642;orf19.798;orf19.4477;orf19.1401;orf19.5908;orf19.2849;orf19.4519;orf19.696;orf19.5437;orf19.2711.1;orf19.3829;orf19.2527;orf19.1035;orf19.723;orf19.2608;orf19.3010.1;orf19.5148;orf19.6824;orf19.1693;orf19.999;orf19.6781;orf19.4219;orf19.3198;orf19.1718;orf19.5021;orf19.5542;orf19.2012;orf19.4941;orf19.3414;orf19.3434;orf19.4985;orf19.191;orf19.6182;orf19.4769;orf19.30;orf19.2164.1;orf19.2475;orf19.2277;orf19.3629;orf19.7069;orf19.3618;orf19.2286;orf19.1816;orf19.7523;orf19.6028;orf19.1760;orf19.1451;orf19.4591;orf19.3794;orf19.4766;orf19.896;orf19.3193;orf19.6044;orf19.1971;orf19.4495;orf19.4565;orf19.3997;orf19.6812;orf19.2127;orf19.2379;orf19.4998;orf19.6274;orf19.7317;orf19.4767;orf19.7459;orf19.7561;orf19.2356;orf19.3802;orf19.3199;orf19.2990;orf19.1429;orf19.5924;orf19.4062;orf19.3187;orf19.6124;orf19.4969;orf19.4899;orf19.5171;orf19.4109;orf19.6760;orf19.3127;orf19.4884;orf19.5585;orf19.147;orf19.5674;orf19.1097;orf19.3197;orf19.7583;orf19.5636;orf19.4292;orf19.5871;orf19.5887;orf19.3252;orf19.4056;orf19.4670;orf19.7319;orf19.3380;orf19.3548.1;orf19.2568;orf19.5312;orf19.6680;orf19.4433;orf19.1949;orf19.4909;orf19.5741;orf19.5058;orf19.5975;orf19.4225;orf19.4975;orf19.3374;orf19.6387;orf19.6090;orf19.1321;orf19.1358;orf19.2119;orf19.3117;orf19.1936;orf19.5635;orf19.1048;orf19.7114;orf19.610;orf19.10713;orf19.10711;orf19.10710	124
2858	GO:0044011 single-species biofilm formation on inanimate substrate	orf19.3642;orf19.798;orf19.4477;orf19.1401;orf19.5908;orf19.2849;orf19.4519;orf19.696;orf19.5437;orf19.2711.1;orf19.3829;orf19.2527;orf19.1035;orf19.723;orf19.2608;orf19.3010.1;orf19.5148;orf19.6824;orf19.1693;orf19.999;orf19.6781;orf19.4219;orf19.3198;orf19.1718;orf19.5021;orf19.2012;orf19.4941;orf19.3414;orf19.3434;orf19.4985;orf19.191;orf19.6182;orf19.4769;orf19.30;orf19.2164.1;orf19.2475;orf19.2277;orf19.3629;orf19.7069;orf19.2286;orf19.1816;orf19.7523;orf19.6028;orf19.1760;orf19.1451;orf19.4591;orf19.3794;orf19.4766;orf19.896;orf19.3193;orf19.6044;orf19.1971;orf19.4495;orf19.4565;orf19.3997;orf19.6812;orf19.2127;orf19.2379;orf19.4998;orf19.6274;orf19.7317;orf19.4767;orf19.7459;orf19.7561;orf19.2356;orf19.3802;orf19.3199;orf19.2990;orf19.1429;orf19.5924;orf19.4062;orf19.3187;orf19.4969;orf19.4899;orf19.5171;orf19.4109;orf19.6760;orf19.3127;orf19.4884;orf19.147;orf19.5674;orf19.1097;orf19.3197;orf19.7583;orf19.5636;orf19.4292;orf19.5871;orf19.5887;orf19.3252;orf19.4056;orf19.4670;orf19.7319;orf19.3380;orf19.3548.1;orf19.5312;orf19.6680;orf19.4433;orf19.1949;orf19.4909;orf19.5741;orf19.5058;orf19.5975;orf19.4225;orf19.3374;orf19.6387;orf19.6090;orf19.1321;orf19.1358;orf19.2119;orf19.3117;orf19.5635;orf19.1048;orf19.7114;orf19.610;orf19.10713;orf19.10711;orf19.10710	117
2860	GO:0044036 cell wall macromolecule metabolic process	orf19.2881;orf19.1011;orf19.7391;orf19.3110;orf19.5557;orf19.4771;orf19.2929;orf19.851;orf19.6190;orf19.3693;orf19.4475;orf19.290;orf19.5658;orf19.7383;orf19.6081;orf19.1036;orf19.6692;orf19.5612;orf19.4719;orf19.4494;orf19.6738;orf19.4035;orf19.2343.1;orf19.1665;orf19.1010;orf19.1663;orf19.1390;orf19.7298;orf19.2838;orf19.2957;orf19.3688;orf19.2990;orf19.849;orf19.2347;orf19.974;orf19.1995;orf19.3282;orf19.5171;orf19.4109;orf19.4874;orf19.7214;orf19.3803;orf19.3417;orf19.2958;orf19.5058;orf19.2013;orf19.3622;orf19.54;orf19.6782	49
2861	GO:0044038 cell wall macromolecule biosynthetic process	orf19.2881;orf19.1011;orf19.7391;orf19.3110;orf19.5557;orf19.4771;orf19.2929;orf19.851;orf19.6190;orf19.3693;orf19.4475;orf19.290;orf19.5658;orf19.7383;orf19.6081;orf19.1036;orf19.6692;orf19.4719;orf19.4494;orf19.6738;orf19.4035;orf19.2343.1;orf19.1665;orf19.1010;orf19.1663;orf19.1390;orf19.2957;orf19.3688;orf19.849;orf19.2347;orf19.974;orf19.1995;orf19.3282;orf19.5171;orf19.4109;orf19.4874;orf19.3803;orf19.2958;orf19.5058;orf19.2013;orf19.3622;orf19.6782	42
2862	GO:0044042 glucan metabolic process	orf19.1738;orf19.2929;orf19.1779;orf19.3693;orf19.1719;orf19.2549;orf19.290;orf19.2495;orf19.942;orf19.2952;orf19.7053;orf19.6081;orf19.4719;orf19.4377;orf19.3269;orf19.4035;orf19.348;orf19.5622;orf19.744;orf19.7227;orf19.2334;orf19.7021;orf19.3774;orf19.2990;orf19.974;orf19.4899;orf19.2843;orf19.640;orf19.7214;orf19.3325;orf19.2638;orf19.5058;orf19.2013;orf19.3278;orf19.7362;orf19.7363;orf19.5861;orf19.2841	38
2864	GO:0044070 regulation of anion transport	orf19.5994;orf19.3663;orf19.2199;orf19.3406;orf19.2272;orf19.2454;orf19.431	7
2866	GO:0044087 regulation of cellular component biogenesis	orf19.7247;orf19.4537;orf19.3593;orf19.3551;orf19.6536;orf19.7186;orf19.6629;orf19.829;orf19.3838;orf19.2204.2;orf19.3235;orf19.6010;orf19.3462;orf19.1084;orf19.5463;orf19.399;orf19.5395;orf19.906;orf19.4878;orf19.3123;orf19.3628;orf19.4084;orf19.1185;orf19.2245;orf19.4427;orf19.5416;orf19.441;orf19.7353;orf19.5825;orf19.6906;orf19.5528;orf19.5559;orf19.3801;orf19.4192;orf19.6222;orf19.3409;orf19.1567;orf19.2277;orf19.4645;orf19.3555;orf19.6197;orf19.5584;orf19.6444;orf19.505;orf19.3474;orf19.7523;orf19.980;orf19.4401;orf19.1760;orf19.92;orf19.3534;orf19.4772;orf19.6848;orf19.6039;orf19.3854;orf19.3324;orf19.5214;orf19.3149;orf19.4614;orf19.4542;orf19.3473;orf19.1156;orf19.4416;orf19.3476;orf19.6362;orf19.5224;orf19.4395;orf19.3599;orf19.6810;orf19.482;orf19.4927;orf19.6842;orf19.5325;orf19.1560;orf19.5618;orf19.2601;orf19.3174;orf19.2699;orf19.2622;orf19.3199;orf19.596.2;orf19.7392;orf19.5793;orf19.6092;orf19.2014;orf19.5960;orf19.7537;orf19.5827;orf19.3561;orf19.3856;orf19.1468;orf19.5087;orf19.6285;orf19.6124;orf19.1254;orf19.390;orf19.2843;orf19.1835;orf19.2228;orf19.6170;orf19.5664;orf19.2389;orf19.4502;orf19.20;orf19.7626;orf19.4837;orf19.5597;orf19.5389;orf19.5008.1;orf19.328;orf19.5196;orf19.4473;orf19.5840;orf19.4867;orf19.1223;orf19.4597;orf19.3330;orf19.3001;orf19.6598;orf19.4858;orf19.4997;orf19.2884;orf19.3014;orf19.676;orf19.2180;orf19.6414.3;orf19.5058;orf19.738;orf19.2949;orf19.6232;orf19.3545;orf19.4796;orf19.1220;orf19.5184;orf19.1358;orf19.1683;orf19.4403;orf19.2982;orf19.5076;orf19.7501;orf19.5901;orf19.5751;orf19.6033;orf19.3128;orf19.3871;orf19.6239	146
2867	GO:0044088 regulation of vacuole organization	orf19.2245;orf19.2975;orf19.1718;orf19.4192;orf19.1567;orf19.5584;orf19.6444;orf19.4401;orf19.6848;orf19.3749;orf19.6706;orf19.395;orf19.5214;orf19.4614;orf19.3542;orf19.3476;orf19.3705;orf19.7164;orf19.3199;orf19.1468;orf19.390;orf19.2843;orf19.20;orf19.5968;orf19.328;orf19.6261;orf19.4858;orf19.6064;orf19.2949;orf19.3176;orf19.1683;orf19.4403;orf19.2982	33
2868	GO:0044089 positive regulation of cellular component biogenesis	orf19.7247;orf19.4537;orf19.3593;orf19.3551;orf19.6536;orf19.3235;orf19.6010;orf19.3123;orf19.1185;orf19.5416;orf19.441;orf19.5528;orf19.4192;orf19.4645;orf19.7523;orf19.4401;orf19.1760;orf19.92;orf19.3534;orf19.3324;orf19.4614;orf19.4542;orf19.3473;orf19.5224;orf19.3599;orf19.482;orf19.4927;orf19.1560;orf19.5618;orf19.2601;orf19.3174;orf19.2622;orf19.3199;orf19.596.2;orf19.7392;orf19.5793;orf19.3561;orf19.3856;orf19.1468;orf19.5087;orf19.390;orf19.2843;orf19.5664;orf19.20;orf19.7626;orf19.4837;orf19.5597;orf19.5389;orf19.5008.1;orf19.5196;orf19.4473;orf19.1223;orf19.4597;orf19.3330;orf19.3001;orf19.6598;orf19.2884;orf19.3014;orf19.676;orf19.738;orf19.3545;orf19.4796;orf19.1358;orf19.1683;orf19.2982;orf19.5076;orf19.7501;orf19.5901;orf19.6033;orf19.3128;orf19.3871;orf19.6239	72
2869	GO:0044090 positive regulation of vacuole organization	orf19.2245;orf19.4192;orf19.4401;orf19.4614;orf19.3705;orf19.3199;orf19.1468;orf19.20;orf19.6064;orf19.1683;orf19.2982	11
2871	GO:0044092 negative regulation of molecular function	orf19.4206;orf19.7250;orf19.7417;orf19.3593;orf19.5671;orf19.7149;orf19.5166;orf19.3256;orf19.7196;orf19.953.1;orf19.3761;orf19.2340;orf19.778;orf19.5749;orf19.4208;orf19.4216;orf19.4349;orf19.3160;orf19.5487;orf19.1648;orf19.2727;orf19.3149;orf19.6930;orf19.7378;orf19.4927;orf19.2769;orf19.123;orf19.7227;orf19.7398.1;orf19.5201.1;orf19.4012;orf19.223;orf19.2014;orf19.3561;orf19.5544;orf19.3856;orf19.1468;orf19.6285;orf19.2395;orf19.4526;orf19.7489.3;orf19.3356;orf19.4354;orf19.1802;orf19.6968;orf19.5833;orf19.3037;orf19.3237;orf19.1223;orf19.3014;orf19.2005;orf19.155;orf19.4390;orf19.6414.3;orf19.1901;orf19.2242;orf19.6846;orf19.5917.3;orf19.2434;orf19.5076;orf19.7464;orf19.4824;orf19.4623.3	63
